Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll 
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_39_811.jpg,0,-0.1,0,-0.0705,61.5671,107.1773,359.5804,79.6924,0.0046
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_39_844.jpg,0,-0.1,0,-0.0759,61.5667,107.1749,359.5826,79.6942,0.0042
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_39_922.jpg,0,-0.1,0,-0.0675,61.566,107.1713,359.5902,79.7264,0.0034
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_39_956.jpg,0,-0.1,0,-0.0675,61.566,107.1713,359.5902,79.7264,0.0034
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_39_984.jpg,0,-0.1,0,-0.0729,61.5651,107.1663,359.6083,79.6986,0.0024
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_104.jpg,0,-0.1,0,-0.0755,61.5636,107.1579,359.6002,79.9463,0.0012
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_142.jpg,0,-0.1,0,-0.0755,61.5636,107.1579,359.6002,79.9463,0.0012
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_176.jpg,0,-0.1,0,-0.089,61.5624,107.1509,359.6058,79.9465,-0.0019
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_216.jpg,0,-0.1,0,-0.1008,61.5617,107.1472,359.6074,79.9845,-0.0031
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_278.jpg,0,-0.1,0,-0.0954,61.5604,107.1395,359.6167,79.9769,-0.0056
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_331.jpg,0,-0.1,0,-0.1072,61.5593,107.1334,359.6251,80.0066,359.9933
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_360.jpg,0,-0.1,0,-0.1072,61.5593,107.1334,359.6251,80.0066,359.9933
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_391.jpg,0,-0.1,0,-0.1066,61.5585,107.129,359.6263,79.9224,359.9919
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_432.jpg,0,-0.1,0,-0.1148,61.5574,107.1226,359.6407,79.8039,359.9904
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_485.jpg,0,-0.1,0,-0.1214,61.5566,107.118,359.6442,79.7316,359.9898
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_514.jpg,0,-0.1,0,-0.1214,61.5566,107.118,359.6442,79.7316,359.9898
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_542.jpg,0,-0.1,0,-0.1206,61.5553,107.1113,359.6591,79.6976,359.9897
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_580.jpg,0,-0.1,0,-0.1262,61.5544,107.1062,359.6593,79.6729,359.9898
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_633.jpg,0,-0.1,0,-0.1253,61.5532,107.0993,359.6812,79.7247,359.9908
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_661.jpg,0,-0.1,0,-0.1253,61.5532,107.0993,359.6812,79.7247,359.9908
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_690.jpg,0,-0.1,0,-0.1463,61.5521,107.0937,359.6736,79.8101,359.9916
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_823.jpg,0,-0.1,0,-0.1497,61.549,107.0766,359.6686,79.662,359.9922
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_848.jpg,0,-0.1,0,-0.1497,61.549,107.0766,359.6686,79.662,359.9922
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_881.jpg,0,-0.1,0,-0.1497,61.549,107.0766,359.6686,79.662,359.9922
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_40_955.jpg,0,-0.1,0,-0.1482,61.5454,107.0567,359.6959,79.7014,-0.0054
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_005.jpg,0,-0.1,0,-0.144,61.5438,107.0479,359.7116,79.6506,-0.0045
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_037.jpg,0,-0.1,0,-0.144,61.5438,107.0479,359.7116,79.6506,-0.0045
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_062.jpg,0,-0.1,0,-0.1495,61.5422,107.0392,359.7323,79.5638,-0.0038
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_101.jpg,0,-0.1,0,-0.1663,61.541,107.0328,359.7347,79.5989,-0.0027
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_164.jpg,0,-0.1,0,-0.1634,61.5393,107.0232,359.7434,79.4334,-0.0023
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_199.jpg,0,-0.1,0,-0.1634,61.5393,107.0232,359.7434,79.4334,-0.0023
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_226.jpg,0,-0.1,0,-0.1883,61.5374,107.0129,359.7422,79.5686,-0.0001
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_355.jpg,0,-0.1,0,-0.1841,61.5334,106.9911,359.7238,79.4668,0.0017
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_383.jpg,0,-0.1,0,-0.1841,61.5334,106.9911,359.7238,79.4668,0.0017
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_414.jpg,0,-0.1,0,-0.1933,61.5315,106.9808,359.7398,79.4802,0.0034
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_527.jpg,0,-0.1,0,-0.2046,61.528,106.962,359.7362,79.4815,0.005
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_557.jpg,0,-0.1,0,-0.2046,61.528,106.962,359.7362,79.4815,0.005
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_582.jpg,0,-0.1,0,-0.2165,61.525,106.9459,359.7205,79.6643,0.0068
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_703.jpg,0,-0.1,0,-0.2119,61.5212,106.9248,359.6952,79.7453,0.0066
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_738.jpg,0,-0.1,0,-0.2119,61.5212,106.9248,359.6952,79.7453,0.0066
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_772.jpg,0,-0.1,0,-0.2057,61.5183,106.909,359.7139,79.7598,0.0054
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_874.jpg,0,-0.1,0,-0.2336,61.5143,106.8863,359.6844,79.7922,0.0018
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_913.jpg,0,-0.1,0,-0.2336,61.5143,106.8863,359.6844,79.7922,0.0018
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_948.jpg,0,-0.1,0,-0.2276,61.5119,106.873,359.6853,79.9305,-0.0001
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_41_985.jpg,0,-0.1,0,-0.243,61.5094,106.8593,359.6836,79.8297,-0.0025
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_116.jpg,0,-0.1,0,-0.2419,61.5051,106.8355,359.6747,79.7932,-0.0023
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_143.jpg,0,-0.1,0,-0.2419,61.5051,106.8355,359.6747,79.7932,-0.0023
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_173.jpg,0,-0.1,0,-0.2456,61.5018,106.8168,359.6872,79.7777,-0.0027
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_248.jpg,0,-0.1,0,-0.2575,61.4975,106.7932,359.7105,79.5813,-0.003
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_298.jpg,0,-0.1,0,-0.258,61.4957,106.7833,359.7145,79.5278,-0.0024
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_328.jpg,0,-0.1,0,-0.258,61.4957,106.7833,359.7145,79.5278,-0.0024
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_360.jpg,0,-0.1,0,-0.2597,61.4929,106.7683,359.7209,79.4558,-0.0013
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_404.jpg,0,-0.1,0,-0.2566,61.491,106.7581,359.7229,79.4544,-0.0002
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_460.jpg,0,-0.1,0,-0.2711,61.4881,106.7423,359.7173,79.735,0.0025
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_494.jpg,0,-0.1,0,-0.2711,61.4881,106.7423,359.7173,79.735,0.0025
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_523.jpg,0,-0.1,0,-0.2745,61.4852,106.7265,359.7209,79.9318,0.0027
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_553.jpg,0,-0.1,0,-0.2762,61.4833,106.7154,359.7121,79.9558,0.0018
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_600.jpg,0,-0.1,0,-0.2794,61.4813,106.7041,359.7011,79.9985,0.0003
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_627.jpg,0,-0.1,0,-0.2794,61.4813,106.7041,359.7011,79.9985,0.0003
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_660.jpg,0,-0.1,0,-0.2892,61.4784,106.6875,359.7005,79.974,-0.0017
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_743.jpg,0,-0.1,0,-0.2926,61.4745,106.6657,359.717,79.9869,-0.0038
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_779.jpg,0,-0.1,0,-0.2926,61.4745,106.6657,359.717,79.9869,-0.0038
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_810.jpg,0,-0.1,0,-0.2908,61.4716,106.6491,359.7293,80.1293,-0.0046
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_843.jpg,0,-0.1,0,-0.3037,61.4696,106.6375,359.7272,80.1944,-0.0057
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_893.jpg,0,-0.1,0,-0.302,61.4666,106.62,359.7272,80.1883,359.9922
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_945.jpg,0,-0.1,0,-0.308,61.4646,106.6084,359.7312,80.2705,359.9911
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_42_981.jpg,0,-0.1,0,-0.308,61.4646,106.6084,359.7312,80.2705,359.9911
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_011.jpg,0,-0.1,0,-0.2906,61.4616,106.591,359.7435,80.3266,359.9892
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_043.jpg,0,-0.1,0,-0.3132,61.4595,106.5788,359.738,80.1486,359.9874
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_139.jpg,0,-0.1,0,-0.3005,61.4552,106.5543,359.7373,79.9654,359.9883
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_167.jpg,0,-0.1,0,-0.3005,61.4552,106.5543,359.7373,79.9654,359.9883
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_197.jpg,0,-0.1,0,-0.3139,61.4508,106.5294,359.735,79.7202,359.9907
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_238.jpg,0,-0.1,0,-0.3115,61.4486,106.5171,359.7415,79.7783,359.9935
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_295.jpg,0,-0.1,0,-0.3208,61.4451,106.498,359.7414,79.8212,-0.0029
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_324.jpg,0,-0.1,0,-0.3208,61.4451,106.498,359.7414,79.8212,-0.0029
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_358.jpg,0,-0.1,0,-0.3297,61.4417,106.479,359.7463,79.8912,0.0001
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_403.jpg,0,-0.1,0,-0.3365,61.4393,106.4655,359.7347,80.0592,0.0017
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_431.jpg,0,-0.1,0,-0.3365,61.4393,106.4655,359.7347,80.0592,0.0017
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_463.jpg,0,-0.1,0,-0.3368,61.4357,106.4448,359.7124,80.1073,-0.0005
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_506.jpg,0,-0.1,0,-0.3429,61.4323,106.425,359.7192,80.0075,-0.0012
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_553.jpg,0,-0.1,0,-0.323,61.4299,106.4116,359.7231,79.941,0.0
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_580.jpg,0,-0.1,0,-0.323,61.4299,106.4116,359.7231,79.941,0.0
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_610.jpg,0,-0.1,0,-0.3543,61.4275,106.3977,359.7163,79.8539,0.0006
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_653.jpg,0,-0.1,0,-0.3386,61.4238,106.3774,359.7251,80.0133,0.0034
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_719.jpg,0,-0.1,0,-0.361,61.4214,106.3635,359.725,79.8729,0.0036
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_761.jpg,0,-0.1,0,-0.361,61.4214,106.3635,359.725,79.8729,0.0036
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_797.jpg,0,-0.1,0,-0.3545,61.4164,106.3357,359.7324,79.7374,0.0054
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_892.jpg,0,-0.1,0,-0.3649,61.41,106.3003,359.738,79.8444,0.0084
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_929.jpg,0,-0.1,0,-0.3649,61.41,106.3003,359.738,79.8444,0.0084
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_43_967.jpg,0,-0.1,0,-0.3756,61.4062,106.2785,359.7375,79.9281,0.0087
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_081.jpg,0,-0.1,0,-0.3622,61.3984,106.2342,359.7369,79.9565,0.0037
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_115.jpg,0,-0.1,0,-0.3622,61.3984,106.2342,359.7369,79.9565,0.0037
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_142.jpg,0,-0.1,0,-0.3652,61.3932,106.2049,359.7556,80.1258,0.0017
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_177.jpg,1.64018414205,0,0,-0.3926,61.3905,106.1894,359.7459,80.0414,-0.0011
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_222.jpg,2.10213756187,0,0,-0.3932,61.3879,106.1743,359.7505,79.9442,-0.0027
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_250.jpg,2.10213756187,0,0,-0.3932,61.3879,106.1743,359.7505,79.9442,-0.0027
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_278.jpg,2.10213756187,0,0,-0.3872,61.3841,106.1515,359.7552,79.8927,359.9904
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_389.jpg,1.64018414205,0,0,-0.3856,61.3792,106.1214,359.7759,79.8187,359.9818
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_428.jpg,2.52944113384,0,0,-0.384,61.3743,106.0916,359.8098,79.7356,359.9748
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_466.jpg,2.52944113384,0,0,-0.384,61.3743,106.0916,359.8098,79.7356,359.9748
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_496.jpg,2.57296136845,0,0,-0.3832,61.3718,106.0768,359.8305,79.7023,359.9735
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_528.jpg,2.97838152446,0,0,-0.3823,61.3694,106.0621,359.8532,79.6548,359.9706
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_575.jpg,3.23108383391,0,0,-0.3811,61.3658,106.0401,359.8897,79.5799,359.9675
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_607.jpg,3.23108383391,0,0,-0.3811,61.3658,106.0401,359.8897,79.5799,359.9675
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_631.jpg,3.86042467725,0,0,-0.3802,61.3635,106.0255,359.9151,79.5231,359.9653
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_758.jpg,3.57739372291,0,0,-0.3777,61.3564,105.982,359.9919,79.3467,359.963
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_797.jpg,3.57739372291,0,0,-0.3777,61.3564,105.982,359.9919,79.3467,359.963
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_837.jpg,3.99131022466,0,0,-0.3759,61.3518,105.9531,0.0404,79.2002,359.9615
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_927.jpg,3.86318408467,0,0,-0.3738,61.3459,105.917,0.0936,79.0177,359.9645
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_971.jpg,3.86318408467,0,0,-0.3738,61.3459,105.917,0.0936,79.0177,359.9645
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_44_997.jpg,4.00998340219,0,0,-0.3724,61.3424,105.8954,0.1207,78.904,359.9677
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_030.jpg,4.10450721808,0,0,-0.3711,61.3388,105.8738,0.1434,78.793,359.9727
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_074.jpg,3.93323726209,0,0,-0.3702,61.3364,105.8594,0.1561,78.7166,359.9763
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_100.jpg,3.93323726209,0,0,-0.3702,61.3364,105.8594,0.1561,78.7166,359.9763
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_129.jpg,4.25106296371,0,0,-0.3693,61.334,105.845,0.1668,78.6384,359.9802
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_173.jpg,4.19431311804,0,0,-0.368,61.3303,105.8234,0.1791,78.5251,359.9872
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_224.jpg,4.26241374693,0,0,-0.3671,61.3279,105.8091,0.1849,78.4445,359.9915
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_259.jpg,4.26241374693,0,0,-0.3671,61.3279,105.8091,0.1849,78.4445,359.9915
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_285.jpg,4.46405974557,0,0,-0.3658,61.3242,105.7875,0.1902,78.3242,-0.0014
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_326.jpg,4.42706604843,0,0,-0.3649,61.3217,105.7731,0.1915,78.2428,0.0034
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_378.jpg,4.86232488403,0,0,-0.3636,61.318,105.7516,0.1905,78.1154,0.0102
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_414.jpg,4.86232488403,0,0,-0.3636,61.318,105.7516,0.1905,78.1154,0.0102
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_450.jpg,4.6174740804,0,0,-0.3623,61.3142,105.7301,0.1864,77.9885,0.0173
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_485.jpg,4.63251610945,0,0,-0.3614,61.3117,105.7158,0.1822,77.8967,0.0211
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_530.jpg,4.81884493456,0,0,-0.3605,61.3092,105.7015,0.1769,77.8042,0.025
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_578.jpg,4.52881404527,0,0,-0.3592,61.3054,105.6801,0.1672,77.6715,0.0316
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_611.jpg,4.52881404527,0,0,-0.3592,61.3054,105.6801,0.1672,77.6715,0.0316
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_645.jpg,4.57746638317,0,0,-0.3579,61.3015,105.6587,0.1561,77.5347,0.0375
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_679.jpg,4.95923633193,0,0,-0.3571,61.2989,105.6445,0.148,77.4483,0.0419
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_731.jpg,4.51129971477,0,0,-0.3563,61.2963,105.6304,0.1396,77.3618,0.0461
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_772.jpg,4.51129971477,0,0,-0.3563,61.2963,105.6304,0.1396,77.3618,0.0461
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_815.jpg,4.73458780102,0,0,-0.355,61.2924,105.6092,0.1269,77.2223,0.0507
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_861.jpg,4.76108175348,0,0,-0.3542,61.2897,105.5951,0.1183,77.1365,0.0546
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_953.jpg,5.17763502726,0,0,-0.3517,61.2816,105.5532,0.0937,76.8812,0.0645
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_45_992.jpg,5.17763502726,0,0,-0.3517,61.2816,105.5532,0.0937,76.8812,0.0645
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_049.jpg,5.09089721077,0,0,-0.3505,61.2775,105.5323,0.0827,76.7484,0.0677
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_083.jpg,4.72801954948,0,0,-0.3497,61.2748,105.5185,0.076,76.6533,0.0686
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_112.jpg,5.063255695,0,0,-0.3485,61.2708,105.4978,0.0671,76.5098,0.0696
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_144.jpg,4.93157051879,0,0,-0.3477,61.268,105.484,0.0619,76.4159,0.0703
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_202.jpg,4.68092151096,0,0,-0.3465,61.2639,105.4635,0.0552,76.2765,0.0711
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_231.jpg,4.68092151096,0,0,-0.3465,61.2639,105.4635,0.0552,76.2765,0.0711
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_261.jpg,4.77052737226,0,0,-0.3453,61.2597,105.4431,0.0498,76.1411,0.0719
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_387.jpg,4.89052712753,0,0,-0.3434,61.2527,105.4093,0.0441,75.9213,0.0729
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_416.jpg,4.89052712753,0,0,-0.3434,61.2527,105.4093,0.0441,75.9213,0.0729
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_464.jpg,5.02135081985,0,0,-0.3418,61.247,105.3825,0.042,75.7492,0.0731
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_497.jpg,5.16753134544,0,0,-0.3406,61.2427,105.3625,0.0419,75.6178,0.0723
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_545.jpg,4.96408094907,0,0,-0.3399,61.2398,105.3492,0.0425,75.5282,0.0713
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_577.jpg,4.96408094907,0,0,-0.3399,61.2398,105.3492,0.0425,75.5282,0.0713
C:\Users\Kalpit\Documents\KDocs\Robotics\Code\img\P1\2017_08_31_08_34_46_609.jpg,4.90492292399,0,0,-0.3387,61.2355,105.3294,0.0441,75.3904,0.0691
